activity_id,id,name,category,sector,source,source_link,source_dataset,uncertainty,year,year_released,region,region_name,description,unit_type,unit,source_lca_activity,data_quality_flags,access_type,supported_calculation_methods,factor,factor_calculation_method,factor_calculation_origin,constituent_gases,data_version,data_version_information
storage-provider_azure-region_france_south-type_ssd,60bc9694-7fc3-42c8-8f5a-98b58a34f6d2,AZURE (france_south) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_germany,98ffa657-fe12-41a0-9ab7-3c066a94f1f3,AZURE (germany) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_germany_north,1d76be12-bd40-44ac-9211-877592e7dd85,AZURE (germany_north) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_germany,c502b010-25d5-4303-85fa-590976daae3c,AZURE (germany) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_germany_north,80d1e366-7a32-46e6-96c4-c2036f240bbf,AZURE (germany_north) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_germany,0d40e3d5-0119-4d8d-ac2e-104580f4b1f6,AZURE (germany) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_germany_north,43529bdd-8b87-4da7-9321-f031764b3e34,AZURE (germany_north) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_germany-type_hdd,fd1173e7-7355-4d0b-8fd1-5b1df8d65a82,AZURE (germany) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_germany-type_ssd,a94f9249-7c9f-4a30-a029-e36a4a96fd61,AZURE (germany) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_germany_north-type_hdd,25acd772-a585-4531-947c-e39ac86cda02,AZURE (germany_north) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_germany_north-type_ssd,901e2a5a-d144-41f9-9efb-3166e97b9383,AZURE (germany_north) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,DE,Germany,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
